Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
16129295,The Goddess Chronicle,Natsuo Kirino,"Kirino, Natsuo",Rebecca Copeland,"=""0802121098""","=""9780802121097""",4,3.71,Canongate U.S.,Hardcover,320,2013,2008,2022/04/10,2019/01/15,"retellings, fantasy, wbtm","retellings (#27), fantasy (#42), wbtm (#188)",read,,,,1,0
36546128,"The Haunting of Tram Car 015 (Dead Djinn Universe, #0.3)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250294800""","=""9781250294807""",5,4.01,Tor.com,Paperback,130,2019,2019,2020/11/16,2019/02/16,"novella, fantasy, wbtm","novella (#28), fantasy (#43), wbtm (#187)",read,,,,1,0
13702172,AlmaMia Cienfuegos and Other Stories,Magaly Guerrero,"Guerrero, Magaly",,"=""""","=""""",2,4.54,,Kindle Edition,60,2012,2012,2019/02/19,2019/02/16,"short-stories-single-author, fantasy, wbtm","short-stories-single-author (#83), fantasy (#44), wbtm (#186)",read,,,,1,0
41555947,Magic for Liars,Sarah Gailey,"Gailey, Sarah",,"=""1250174619""","=""9781250174611""",3,3.63,Tor Books,Hardcover,336,2019,2019,2020/09/25,2019/04/01,"queer, fantasy, wbtm","queer (#39), fantasy (#277), wbtm (#185)",read,,,,1,0
32606889,"The Lamb Will Slaughter the Lion (Danielle Cain, #1)",Margaret Killjoy,"Killjoy, Margaret",,"=""""","=""""",2,3.61,Tor.com,Kindle Edition,130,2017,2017,2020/05/16,2019/06/11,"novella, fantasy, queer, wbtm","novella (#21), fantasy (#214), queer (#2), wbtm (#184)",read,,,,1,0
30197853,"A Taste of Honey (The Sorcerer of the Wildeeps, #2)",Kai Ashante Wilson,"Wilson, Kai Ashante",,"=""""","=""""",3,3.85,Tor.com,Kindle Edition,160,2016,2016,2019/10/09,2019/06/11,"novella, fantasy, queer, wbtm","novella (#20), fantasy (#3), queer (#3), wbtm (#183)",read,,,,1,0
29635542,"A Dead Djinn in Cairo (Dead Djinn Universe, #0.1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""0765389444""","=""9780765389442""",4,4.02,Tor Books,ebook,43,2016,2016,2020/11/09,2020/02/01,"novella, fantasy, wbtm","novella (#77), fantasy (#10), wbtm (#182)",read,,,,1,0
42957404,Sing for the Coming of the Longest Night,Katherine Fabian,"Fabian, Katherine",Iona Datt Sharma,"=""""","=""""",5,4.17,,Kindle Edition,105,2018,2018,2020/03/07,2020/03/07,"novella, fantasy, queer, polyamory, wbtm","novella (#7), fantasy (#198), queer (#8), polyamory (#5), wbtm (#181)",read,,,,1,0
23269853,A Killing in the Sun,Dilman Dila,"Dila, Dilman",,"=""""","=""""",0,3.87,Black Letter Media,Kindle Edition,159,2014,2014,,2020/05/13,"to-read, short-stories-single-author, fantasy, wbtm","to-read (#141), short-stories-single-author (#73), fantasy (#14), wbtm (#180)",to-read,,,,0,0
43719523,Riot Baby,Tochi Onyebuchi,"Onyebuchi, Tochi",,"=""""","=""""",4,3.73,Tor,Kindle Edition,167,2020,2020,2020/09/26,2020/08/18,"novella, fantasy, wbtm","novella (#56), fantasy (#19), wbtm (#179)",read,,,,1,0
28422026,The Faerie Godmother's Apprentice Wore Green,Nicky Kyle,"Kyle, Nicky",,"=""""","=""9781620047446""",0,4.04,Less Than Three Press,ebook,54,2016,2016,,2020/12/12,"to-read, novella, fantasy, queer, wbtm","to-read (#245), novella (#65), fantasy (#168), queer (#21), wbtm (#178)",to-read,,,,0,0
57945316,Babel: An Arcane History,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.28,Harper Voyager,Hardcover,544,2022,2022,,2021/05/04,"to-read, fantasy, wbtm","to-read (#277), fantasy (#26), wbtm (#177)",to-read,,,,0,0
30712676,"Magic for Nothing (InCryptid, #6)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",1,4.22,DAW,Kindle Edition,360,2017,2017,2021/08/14,2021/08/10,fantasy,fantasy (#179),read,,,,1,0
53317495,Fireheart Tiger,Aliette de Bodard,"Bodard, Aliette de",,"=""1250793262""","=""9781250793263""",4,3.44,Tordotcom,Paperback,103,2021,2021,2021/09/04,2021/09/04,"novella, fantasy, queer, wbtm","novella (#79), fantasy (#180), queer (#28), wbtm (#176)",read,,,,1,0
58042549,Square³,Mira Grant,"Grant, Mira",,"=""""","=""""",3,4,Subterranean Press,Hardcover,144,2021,2021,2022/10/31,2021/12/16,"novella, thriller, fantasy, wbtm","novella (#82), thriller (#74), fantasy (#284), wbtm (#175)",read,,,,1,0
46158533,The Wandering,Intan Paramaditha,"Paramaditha, Intan",Stephen J. Epstein,"=""1787301176""","=""9781787301177""",4,3.81,Harvill Secker,Hardcover,448,2020,2017,2022/03/20,2022/03/15,"choose-your-own-adventure, fantasy, wbtm","choose-your-own-adventure (#7), fantasy (#29), wbtm (#174)",read,,,,1,0
56898960,The Fox's Tower and Other Tales: A Collection of Magical Short Stories,Yoon Ha Lee,"Lee, Yoon Ha",,"=""1524868132""","=""9781524868130""",4,3.94,Andrews McMeel Publishing,Hardcover,112,2021,2015,2022/04/12,2022/04/09,"fairy-tales, short-stories-single-author, fantasy, wbtm","fairy-tales (#23), short-stories-single-author (#94), fantasy (#30), wbtm (#173)",read,,,,1,0
51849336,The Labyrinth's Archivist,Day Al-Mohamed,"Al-Mohamed, Day",,"=""""","=""""",0,3.83,Falstaff Books,Kindle Edition,132,2019,2019,,2022/05/16,"to-read, fantasy, mystery, queer, novella, disability, wbtm","to-read (#352), fantasy (#280), mystery (#219), queer (#94), novella (#83), disability (#14), wbtm (#172)",to-read,,,,0,0
12781,The Satanic Verses,Salman Rushdie,"Rushdie, Salman",,"=""0312270828""","=""9780312270827""",0,3.71,Picador,Paperback,561,1997,1988,,2022/08/23,"to-read, fantasy, wbtm","to-read (#363), fantasy (#282), wbtm (#171)",to-read,,,,0,0
61432172,Bitter Medicine,Mia Tsai,"Tsai, Mia",,"=""1616963840""","=""9781616963842""",0,3.88,Tachyon Publications,Paperback,325,2023,2023,,2022/12/19,"to-read, fantasy, romance, queer, wbtm","to-read (#393), fantasy (#285), romance (#40), queer (#115), wbtm (#170)",to-read,,,,0,0
50308355,The Voyages of Cinrak the Dapper,A.J. Fitzwater,"Fitzwater, A.J.",,"=""""","=""""",0,3.86,Queen of Swords Press,Kindle Edition,145,2020,2020,,2023/01/14,"to-read, short-stories-single-author, queer, fantasy, wbtm","to-read (#404), short-stories-single-author (#100), queer (#122), fantasy (#290), wbtm (#168)",to-read,,,,0,0
1011632,Mister B. Gone,Clive Barker,"Barker, Clive",,"=""0060182989""","=""9780060182984""",1,3.34,HarperCollins Publishers,Hardcover,248,2007,2007,2018/02/16,2017/09/16,"horror, wbtm","horror (#120), wbtm (#167)",read,,,,1,0
34523174,"Into the Drowning Deep (Rolling in the Deep, #1)",Mira Grant,"Grant, Mira",,"=""0316379409""","=""9780316379403""",4,3.98,Orbit,Hardcover,440,2017,2017,2018/01/18,2018/01/07,"horror, disability, queer, wbtm","horror (#52), disability (#1), queer (#58), wbtm (#166)",read,,,,1,0
23634011,"Rolling in the Deep (Rolling in the Deep, #0.5)",Mira Grant,"Grant, Mira",,"=""159606708X""","=""9781596067080""",4,3.98,Subterranean Press,Hardcover,128,2015,2015,2018/01/07,2018/01/07,"novella, horror, disability, queer, wbtm","novella (#44), horror (#53), disability (#2), queer (#59), wbtm (#165)",read,,,,1,0
16032127,Revenge,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""""","=""""",4,4.02,Picador,Paperback,162,2013,1998,2018/06/02,2018/01/07,"short-stories-single-author, horror, in-translation, wbtm","short-stories-single-author (#14), horror (#31), in-translation (#97), wbtm (#164)",read,,,,2,0
26883558,The Ballad of Black Tom,Victor LaValle,"LaValle, Victor",,"=""0765387867""","=""9780765387868""",4,3.88,Tor.com,Paperback,149,2016,2016,2019/05/09,2018/03/31,"novella, retellings, horror, wbtm","novella (#41), retellings (#17), horror (#32), wbtm (#163)",read,,,,1,0
974724,Twisted Tales,Brandon Massey,"Massey, Brandon",,"=""0758213530""","=""9780758213532""",3,3.91,Dafina Books,Mass Market Paperback,300,2006,2006,2018/06/19,2018/05/30,"short-stories-single-author, horror, wbtm","short-stories-single-author (#28), horror (#34), wbtm (#162)",read,,,,1,0
1337973,The Diving Pool: Three Novellas,Yōko Ogawa,"Ogawa, Yōko",Stephen Snyder,"=""0312426836""","=""9780312426835""",4,3.7,Picador,Paperback,164,2008,1990,2018/06/24,2018/06/02,"short-stories-single-author, horror, in-translation, wbtm","short-stories-single-author (#29), horror (#36), in-translation (#95), wbtm (#161)",read,,,,1,0
35724256,"All the Pretty Little Horses  (Newsflesh, #0.75)",Mira Grant,"Grant, Mira",,"=""154919528X""","=""9781549195280""",4,4.04,Hachette Audio,Audiobook,,2017,2017,2018/07/28,2018/06/02,"zombies, novella, horror, wbtm","zombies (#16), novella (#40), horror (#230), wbtm (#160)",read,,,,1,0
6277227,White Is for Witching,Helen Oyeyemi,"Oyeyemi, Helen",,"=""0330458140""","=""9780330458146""",3,3.55,Picador USA,Hardcover,256,2009,2009,2018/06/10,2018/06/09,"horror, queer, wbtm","horror (#37), queer (#41), wbtm (#159)",read,,,,1,0
52635,The Hellbound Heart,Clive Barker,"Barker, Clive",,"=""0061002828""","=""9780061002823""",2,4.07,HarperTorch,Paperback,164,1991,1986,2019/11/04,2018/08/09,"horror, queer, wbtm","horror (#131), queer (#42), wbtm (#158)",read,"Other than the writing style, which was <i>far</i> superior to what I expected (good job, Clive), I can't really say that I liked this. Not my style of horror at all. I might've given it 1 star, but I do appreciate the cult-ness of it. And I guess it was entertaining enough, if you like gore. Of course, it doesn't make any sense at all but that's okay as long as you don't think about it too much.",,,1,0
11390884,Let's Play White,Chesya Burke,"Burke, Chesya",,"=""1937009998""","=""9781937009991""",3,3.91,Apex Publications,Paperback,200,2011,2011,2023/01/04,2018/08/14,"short-stories-single-author, horror, wbtm","short-stories-single-author (#38), horror (#40), wbtm (#157)",read,,,,1,0
43821255,In the Shadow of Spindrift House,Mira Grant,"Grant, Mira",,"=""""","=""""",2,3.67,Subterranean Press,Hardcover,200,2019,2019,2019/12/28,2019/02/16,"novella, horror, queer, wbtm","novella (#68), horror (#50), queer (#44), wbtm (#156)",read,"Scooby-Doo meets Lovecraft. No, seriously, this is <i>exactly</i> what this book was. Which, to be honest, sounds kind of awesome but somehow it didn't work for me. <br/><br/>Also, it never seizes to amaze me how Mira Grant's prose can be really lovely, but when it comes to dialogue it's like she has never heard human beings talk to each other.<br/><br/>(I still love her. I will never stop.)",,,1,0
42651585,When I Arrived at the Castle,Emily Carroll,"Carroll, Emily",,"=""1927668689""","=""9781927668689""",4,3.69,Koyama Press,Paperback,72,2019,2019,,2019/04/01,"sequential-art, horror, wbtm","sequential-art (#20), horror (#283), wbtm (#155)",read,,,,1,0
13030260,The Devil in Silver,Victor LaValle,"LaValle, Victor",,"=""1400069866""","=""9781400069866""",4,3.55,Spiegel & Grau,Hardcover,412,2012,2012,2021/03/08,2019/05/09,"horror, wbtm","horror (#47), wbtm (#154)",read,,,,1,0
31147267,The Changeling,Victor LaValle,"LaValle, Victor",,"=""0812995945""","=""9780812995947""",4,3.78,Spiegel & Grau,Hardcover,431,2017,2017,2022/07/13,2019/09/15,"fantasy, horror, wbtm","fantasy (#8), horror (#4), wbtm (#153)",read,,,,1,0
30199328,"Hammers on Bone (Persons Non Grata, #1)",Cassandra Khaw,"Khaw, Cassandra",,"=""0765392704""","=""9780765392701""",2,3.64,Tor.com,ebook,72,2016,2016,2020/01/06,2019/09/17,"novella, horror, wbtm","novella (#47), horror (#5), wbtm (#152)",read,,,,1,0
35506557,These Deathless Bones,Cassandra Khaw,"Khaw, Cassandra",,"=""""","=""""",4,3.96,Tor Books,Kindle Edition,19,2017,2017,2020/05/18,2019/09/17,"short-stories-novelettes, horror, wbtm","short-stories-novelettes (#29), horror (#6), wbtm (#151)",read,,,,1,0
49789629,"The Year of the Witching (Bethel, #1)",Alexis Henderson,"Henderson, Alexis",,"=""0593099605""","=""9780593099605""",0,3.81,Ace ,Hardcover,368,2020,2020,,2020/04/02,"dnf-because-no, fantasy, horror, young-adult","dnf-because-no (#7), fantasy (#199), horror (#7), young-adult (#60)",dnf-because-no,,,,0,0
291950,"Books of Blood, Volume Two (Books of Blood, #2)",Clive Barker,"Barker, Clive",,"=""""","=""""",2,4.09,Berkley Books,Mass Market Paperback,193,1986,1984,2020/07/15,2020/07/12,"short-stories-single-author, horror, queer, wbtm","short-stories-single-author (#75), horror (#185), queer (#47), wbtm (#150)",read,,,,1,0
52487575,Jesus and John,Adam McOmber,"McOmber, Adam",,"=""1590216733""","=""9781590216736""",0,4.15,Lethe Press,Paperback,225,2020,2020,,2020/08/15,"to-read, fantasy, horror, wbtm","to-read (#177), fantasy (#66), horror (#70), wbtm (#149)",to-read,,,,0,0
51934838,Catherine House,Elisabeth    Thomas,"Thomas, Elisabeth",,"=""0062905651""","=""9780062905659""",3,3.11,Custom House,Hardcover,311,2020,2020,2021/06/15,2020/09/08,"horror, queer, wbtm","horror (#10), queer (#50), wbtm (#148)",read,,,,1,0
44222604,Taaqtumi: An Anthology of Arctic Horror Stories,Aviaq Johnston,"Johnston, Aviaq","Richard Van Camp, Anguti Johnston, Repo Kempt, Rachel Qitsualik-Tinsley, Sean Qitsualik-Tinsley","=""1772272140""","=""9781772272147""",0,3.75,Inhabit Media,Paperback,184,2019,2019,,2020/09/12,"to-read, short-stories-multiple-authors, horror, wbtm","to-read (#199), short-stories-multiple-authors (#30), horror (#11), wbtm (#146)",to-read,,,,0,0
49398072,When No One Is Watching,Alyssa Cole,"Cole, Alyssa",,"=""0062982656""","=""9780062982650""",4,3.53,William Morrow Paperbacks,Paperback,352,2020,2020,2020/11/27,2020/09/13,"horror, wbtm","horror (#12), wbtm (#145)",read,,,,1,0
45285321,A Spectral Hue,Craig Laurance Gidney,"Gidney, Craig Laurance",,"=""1939905508""","=""9781939905505""",5,3.98,Word Horde,Paperback,218,2019,2019,2020/09/26,2020/09/26,"fantasy, queer, horror, wbtm","fantasy (#21), queer (#18), horror (#13), wbtm (#144)",read,,,,1,0
31213272,The Hole,Hye-Young Pyun,"Pyun, Hye-Young",Sora Kim-Russell,"=""1628727802""","=""9781628727807""",0,3.38,Arcade,Hardcover,137,2017,2016,,2020/10/04,"to-read, horror, in-translation, wbtm","to-read (#217), horror (#15), in-translation (#86), wbtm (#142)",to-read,,,,0,0
30780283,White Tears,Hari Kunzru,"Kunzru, Hari",,"=""0451493699""","=""9780451493699""",4,3.68,Knopf,Hardcover,271,2017,2017,2021/07/23,2020/10/05,"horror, wbtm","horror (#16), wbtm (#141)",read,,,,1,0
25554206,Unhallowed Graves,Nuzo Onoh,"Onoh, Nuzo",,"=""1909484857""","=""9781909484856""",4,4.06,canaan-star publishing,Paperback,336,2015,2015,2021/09/05,2020/10/05,"fantasy, horror, wbtm","fantasy (#22), horror (#17), wbtm (#140)",read,,,,1,0
49247242,Ring Shout,P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250767024""","=""9781250767028""",5,4.04,Tordotcom,Hardcover,185,2020,2020,2020/11/29,2020/10/14,"novella, fantasy, horror, wbtm","novella (#61), fantasy (#23), horror (#18), wbtm (#139)",read,,,,1,0
27245999,The Devourers,Indra Das,"Das, Indra",,"=""110196751X""","=""9781101967515""",0,3.76,Del Rey Books,Hardcover,306,2016,2016,,2020/11/15,"dnf-but-maybe-someday, fantasy, queer, horror, wbtm","dnf-but-maybe-someday (#5), fantasy (#25), queer (#19), horror (#19), wbtm (#138)",dnf-but-maybe-someday,,,,0,0
24781389,Ghost Summer,Tananarive Due,"Due, Tananarive",,"=""160701453X""","=""9781607014539""",4,4.21,Prime Books,Paperback,335,2015,2015,2020/12/05,2020/11/16,"short-stories-novelettes, short-stories-single-author, horror, science-fiction, wbtm","short-stories-novelettes (#6), short-stories-single-author (#81), horror (#20), science-fiction (#56), wbtm (#137)",read,,,,2,0
50900650,The Route of Ice and Salt,José Luis Zárate,"Zárate, José Luis",David  Bowles,"=""""","=""""",0,3.7,Innsmouth Free Press,ebook,143,2021,1998,,2021/05/06,"novella, dnf-but-maybe-someday, horror, queer, in-translation, wbtm","novella (#73), dnf-but-maybe-someday (#7), horror (#189), queer (#53), in-translation (#84), wbtm (#136)",dnf-but-maybe-someday,,,,0,0
15781662,Lucretia and the Kroons,Victor LaValle,"LaValle, Victor",,"=""0812984374""","=""9780812984378""",3,3.6,Spiegel & Grau,ebook,104,2012,2012,2021/05/09,2021/05/08,"novella, horror, wbtm","novella (#74), horror (#22), wbtm (#135)",read,,,,1,0
55656269,Build Your House Around My Body,Violet Kupersmith,"Kupersmith, Violet",,"=""0812993322""","=""9780812993325""",0,3.83,Random House,Hardcover,400,2021,2021,,2021/07/11,"to-read, horror, wbtm","to-read (#303), horror (#240), wbtm (#134)",to-read,,,,0,0
38458438,The Houseguest and Other Stories,Amparo Dávila,"Dávila, Amparo","Matthew Gleeson, Audrey Harris","=""0811228215""","=""9780811228213""",4,3.72,New Directions,Paperback,122,2018,2018,2021/10/27,2021/09/16,"short-stories-single-author, horror, in-translation, wbtm","short-stories-single-author (#90), horror (#197), in-translation (#83), wbtm (#133)",read,,,,1,0
41534,The Between,Tananarive Due,"Due, Tananarive",,"=""0060819847""","=""9780060819842""",0,4.08,HarperTorch,Mass Market Paperback,304,2005,1995,,2021/10/03,"dnf-but-maybe-someday, horror, wbtm","dnf-but-maybe-someday (#16), horror (#25), wbtm (#132)",dnf-but-maybe-someday,,,,0,0
37804129,Apple and Knife,Intan Paramaditha,"Paramaditha, Intan",Stephen J. Epstein,"=""1925704009""","=""9781925704006""",3,3.62,Brow Books,Paperback,199,2018,2018,2022/01/29,2022/01/25,"short-stories-single-author, horror, in-translation, wbtm","short-stories-single-author (#91), horror (#27), in-translation (#82), wbtm (#131)",read,,,,1,0
60050233,Helpmeet,Naben Ruthnum,"Ruthnum, Naben",,"=""""","=""""",3,3.96,Undertow Publications,Kindle Edition,69,2022,2022,,2022/07/13,"gothic, horror, novella, wbtm","gothic (#27), horror (#245), novella (#85), wbtm (#129)",read,,,,1,0
58659343,Our Wives Under the Sea,Julia Armfield,"Armfield, Julia",,"=""152901722X""","=""9781529017229""",4,3.86,Picador,Paperback,240,2022,2022,2022/11/12,2022/09/18,"horror, queer, wbtm","horror (#249), queer (#105), wbtm (#128)",read,,,,1,0
56304423,White Smoke,Tiffany D. Jackson,"Jackson, Tiffany D.",,"=""006302909X""","=""9780063029095""",3,3.85,Katherine Tegen Books,Hardcover,373,2021,2021,2022/10/18,2022/10/08,"horror, wbtm, mystery","horror (#252), wbtm (#127), mystery (#245)",read,,,,1,0
